municipio,uf,regiao,ano,meta,target
Cacaulândia,RO,Norte,2024,58.84,1
Piratininga,SP,Sudeste,2024,54.01,0
Joaquim Nabuco,PE,Nordeste,2024,54.58,0
São Ludgero,SC,Sul,2024,68.15,1
Mata Verde,MG,Sudeste,2024,59.04,1
Lauro Muller,SC,Sul,2024,66.04,1
Jarinu,SP,Sudeste,2024,53.9,0
Mar de Espanha,MG,Sudeste,2024,59.0,1
São Thomé das Letras,MG,Sudeste,2024,80.0,1
São Miguel do Passa Quatro,GO,Centro-Oeste,2024,80.0,0
Couto Magalhães,TO,Norte,2024,53.39,0
São José de Caiana,PB,Nordeste,2024,53.39,0
General Carneiro,MT,Centro-Oeste,2024,80.0,0
Piraí do Sul,PR,Sul,2024,74.08,0
Santa Cruz do Escalvado,MG,Sudeste,2024,58.77,1
Guarantã,SP,Sudeste,2024,69.04,0
Nobres,MT,Centro-Oeste,2024,60.77,0
Santa Rita,MA,Nordeste,2024,62.92,0
Goianá,MG,Sudeste,2024,75.76,1
Porto Rico,PR,Sul,2024,63.64,1
Passa Quatro,MG,Sudeste,2024,80.0,1
Caçador,SC,Sul,2024,71.48,0
Linhares,ES,Sudeste,2024,66.76,1
Sobrália,MG,Sudeste,2024,68.72,1
Espera Feliz,MG,Sudeste,2024,72.95,0
Nova Olinda do Maranhão,MA,Nordeste,2024,60.95,1
São Cristóvão,SE,Nordeste,2024,59.87,1
Igaratinga,MG,Sudeste,2024,70.67,1
Aurora do Tocantins,TO,Norte,2024,57.4,0
Betim,MG,Sudeste,2024,58.25,1
Linhares,ES,Sudeste,2024,66.76,1
São Pedro do Suaçuí,MG,Sudeste,2024,69.13,1
Arapongas,PR,Sul,2024,76.59,0
Praia Grande,SC,Sul,2024,67.96,1
Diamante do Norte,PR,Sul,2024,74.08,1
Sabino,SP,Sudeste,2024,58.64,0
Serrinha,RN,Nordeste,2024,60.14,0
Alto Paraíso de Goiás,GO,Centro-Oeste,2024,80.0,0
Criciúma,SC,Sul,2024,62.54,0
Santana do Paraíso,MG,Sudeste,2024,71.41,0
Caxambu do Sul,SC,Sul,2024,71.21,0
Caeté,MG,Sudeste,2024,74.49,0
Terra Nova,PE,Nordeste,2024,64.99,1
Santa Lúcia,PR,Sul,2024,79.57,1
Amaral Ferrador,RS,Sul,2024,72.06,0
Laurentino,SC,Sul,2024,66.86,0
Tenente Portela,RS,Sul,2024,69.61,0
Jacinto,MG,Sudeste,2024,50.97,1
Comendador Levy Gasparian,RJ,Sudeste,2024,56.32,1
Santa Isabel do Ivaí,PR,Sul,2024,80.0,0
Marau,RS,Sul,2024,68.78,0
Monte Santo do Tocantins,TO,Norte,2024,36.45,1
Criciúma,SC,Sul,2024,62.54,0
Joaíma,MG,Sudeste,2024,48.92,1
Contagem,MG,Sudeste,2024,58.08,1
Cruzeiro do Oeste,PR,Sul,2024,74.97,0
Iati,PE,Nordeste,2024,68.56,1
São Sebastião da Amoreira,PR,Sul,2024,80.0,1
Pederneiras,SP,Sudeste,2024,43.06,1
Guaraí,TO,Norte,2024,42.74,1
São Pedro de Alcântara,SC,Sul,2024,74.91,0
Itatiba do Sul,RS,Sul,2024,80.0,0
Exu,PE,Nordeste,2024,60.53,0
Arenápolis,MT,Centro-Oeste,2024,65.24,0
Fernando Pedroza,RN,Nordeste,2024,39.77,1
Formigueiro,RS,Sul,2024,80.0,0
Nísia Floresta,RN,Nordeste,2024,39.14,1
Massapê do Piauí,PI,Nordeste,2024,51.46,1
Araçoiaba,PE,Nordeste,2024,51.26,1
Marechal Cândido Rondon,PR,Sul,2024,76.01,1
Frei Miguelinho,PE,Nordeste,2024,69.96,1
Leopoldina,MG,Sudeste,2024,62.21,1
Vale Real,RS,Sul,2024,76.86,0
Nova Hartz,RS,Sul,2024,73.32,0
Arraias,TO,Norte,2024,41.11,1
Esmeraldas,MG,Sudeste,2024,55.55,1
Ponte Nova,MG,Sudeste,2024,57.17,1
Colônia do Piauí,PI,Nordeste,2024,63.22,0
Santa Bárbara do Sul,RS,Sul,2024,68.31,0
Maravilha,SC,Sul,2024,80.0,0
Custódia,PE,Nordeste,2024,80.0,1
Teixeira Soares,PR,Sul,2024,77.71,1
Ponta Porã,MS,Centro-Oeste,2024,61.45,1
Cachoeiro de Itapemirim,ES,Sudeste,2024,67.7,1
Vargem Bonita,SC,Sul,2024,66.82,1
Tupãssi,PR,Sul,2024,72.18,1
Tunas do Paraná,PR,Sul,2024,66.18,1
Senhora dos Remédios,MG,Sudeste,2024,80.0,1
Correia Pinto,SC,Sul,2024,63.0,0
Porteirinha,MG,Sudeste,2024,66.24,1
Icatu,MA,Nordeste,2024,68.75,1
Parecis,RO,Norte,2024,64.17,1
São José do Campestre,RN,Nordeste,2024,25.0,1
São Luiz Gonzaga,RS,Sul,2024,80.0,0
Rio Bonito do Iguaçu,PR,Sul,2024,80.0,0
Tapira,MG,Sudeste,2024,60.07,1
Ielmo Marinho,RN,Nordeste,2024,47.4,0
Barra do Corda,MA,Nordeste,2024,67.82,0
Pouso Alegre,MG,Sudeste,2024,62.41,1
Jaqueira,PE,Nordeste,2024,61.36,1
Inajá,PE,Nordeste,2024,58.6,1
Benedito Novo,SC,Sul,2024,64.47,1
Engenheiro Beltrão,PR,Sul,2024,80.0,1
Luciara,MT,Centro-Oeste,2024,44.17,1
Almino Afonso,RN,Nordeste,2024,17.02,1
São Pedro do Butiá,RS,Sul,2024,80.0,0
Cachoeira de Goiás,GO,Centro-Oeste,2024,67.45,0
Santo Expedito do Sul,RS,Sul,2024,80.0,1
Feliz Natal,MT,Centro-Oeste,2024,67.6,0
Frei Martinho,PB,Nordeste,2024,45.11,1
Cruzaltense,RS,Sul,2024,78.11,0
Dom Pedro de Alcântara,RS,Sul,2024,80.0,0
Pontalinda,SP,Sudeste,2024,50.33,1
Xavantina,SC,Sul,2024,72.9,1
Planalto,RS,Sul,2024,73.65,0
Áurea,RS,Sul,2024,80.0,0
Rondolândia,MT,Centro-Oeste,2024,36.18,1
Nonoai,RS,Sul,2024,48.14,1
Presidente Juscelino,MA,Nordeste,2024,43.48,1
Ciríaco,RS,Sul,2024,80.0,1
Berizal,MG,Sudeste,2024,70.18,1
Chuí,RS,Sul,2024,54.93,1
Vista Alegre do Prata,RS,Sul,2024,80.0,1
São Miguel das Missões,RS,Sul,2024,76.86,0
Antônio Martins,RN,Nordeste,2024,32.45,1
Olho d'Água Grande,AL,Nordeste,2024,80.0,1
São Bento do Norte,RN,Nordeste,2024,61.45,0
Osório,RS,Sul,2024,69.76,0
Jaguari,RS,Sul,2024,67.37,0
Ipira,SC,Sul,2024,80.0,1
Farroupilha,RS,Sul,2024,80.0,0
Sabará,MG,Sudeste,2024,60.94,1
Castilho,SP,Sudeste,2024,53.1,0
Carazinho,RS,Sul,2024,66.52,0
Nova Hartz,RS,Sul,2024,73.32,0
São Joaquim da Barra,SP,Sudeste,2024,51.12,0
Ibirité,MG,Sudeste,2024,56.29,1
Ouro Preto,MG,Sudeste,2024,59.55,1
Goiandira,GO,Centro-Oeste,2024,50.36,1
São Miguel do Tocantins,TO,Norte,2024,34.18,1
Suzano,SP,Sudeste,2024,48.1,0
Guaíra,SP,Sudeste,2024,59.03,0
Campos Gerais,MG,Sudeste,2024,67.91,1
Tangará,RN,Nordeste,2024,48.84,0
Bom Jesus,RS,Sul,2024,73.75,0
Apodi,RN,Nordeste,2024,43.46,1
Goianápolis,GO,Centro-Oeste,2024,75.26,0
Padre Paraíso,MG,Sudeste,2024,54.04,1
Luís Domingues,MA,Nordeste,2024,77.39,1
Juazeirinho,PB,Nordeste,2024,55.74,0
Ijuí,RS,Sul,2024,77.0,0
Ribeirão,PE,Nordeste,2024,64.61,1
Barra do Mendes,BA,Nordeste,2024,45.6,0
Lucélia,SP,Sudeste,2024,67.06,1
Toledo,MG,Sudeste,2024,65.89,1
São Mateus,ES,Sudeste,2024,69.26,1
Teófilo Otoni,MG,Sudeste,2024,55.57,1
Paraibano,MA,Nordeste,2024,79.02,0
Sonora,MS,Centro-Oeste,2024,52.8,1
Cotia,SP,Sudeste,2024,55.5,0
Canela,RS,Sul,2024,78.87,0
São Jorge do Ivaí,PR,Sul,2024,80.0,0
Romelândia,SC,Sul,2024,56.69,1
Maravilhas,MG,Sudeste,2024,71.64,1
Santo Antônio de Pádua,RJ,Sudeste,2024,68.58,1
Vitorino,PR,Sul,2024,72.74,0
São Vicente,SP,Sudeste,2024,49.01,0
Farroupilha,RS,Sul,2024,80.0,0
Água Doce do Norte,ES,Sudeste,2024,77.74,1
Foz do Iguaçu,PR,Sul,2024,74.1,0
Passos Maia,SC,Sul,2024,54.31,1
Campos Novos,SC,Sul,2024,66.86,0
São Vicente,SP,Sudeste,2024,49.01,0
Lagoa Vermelha,RS,Sul,2024,64.16,0
Pedra Grande,RN,Nordeste,2024,51.07,0
Anhembi,SP,Sudeste,2024,44.99,1
Caxambu,MG,Sudeste,2024,76.93,1
Governador Luiz Rocha,MA,Nordeste,2024,80.0,1
Jardim de Piranhas,RN,Nordeste,2024,37.47,1
Dois Riachos,AL,Nordeste,2024,51.92,1
Baependi,MG,Sudeste,2024,71.83,1
Machado,MG,Sudeste,2024,63.26,1
Lavrinhas,SP,Sudeste,2024,57.18,0
Mossoró,RN,Nordeste,2024,44.54,0
Japaraíba,MG,Sudeste,2024,72.45,1
Capitão Leônidas Marques,PR,Sul,2024,74.06,1
Picuí,PB,Nordeste,2024,57.06,0
Chapadão do Sul,MS,Centro-Oeste,2024,49.18,1
Paranavaí,PR,Sul,2024,80.0,0
Praia Norte,TO,Norte,2024,25.02,1
Panambi,RS,Sul,2024,76.0,0
Terra de Areia,RS,Sul,2024,69.02,0
Camanducaia,MG,Sudeste,2024,58.85,0
Contagem,MG,Sudeste,2024,58.08,1
Cascavel,PR,Sul,2024,80.0,0
Canas,SP,Sudeste,2024,57.95,0
Mariana,MG,Sudeste,2024,58.12,1
Bom Jesus do Itabapoana,RJ,Sudeste,2024,61.57,1
Carangola,MG,Sudeste,2024,55.64,1
Toritama,PE,Nordeste,2024,55.11,1
Gameleira,PE,Nordeste,2024,62.1,1
Conceição dos Ouros,MG,Sudeste,2024,64.92,1
Diadema,SP,Sudeste,2024,47.05,1
Nossa Senhora da Glória,SE,Nordeste,2024,36.66,1
Pastos Bons,MA,Nordeste,2024,75.06,0
Novo Oriente de Minas,MG,Sudeste,2024,50.62,1
Mamonas,MG,Sudeste,2024,46.38,1
Porto Velho,RO,Norte,2024,67.5,1
Macuco,RJ,Sudeste,2024,66.31,1
Iporã do Oeste,SC,Sul,2024,80.0,1
Rio Negro,MS,Centro-Oeste,2024,57.54,0
Nísia Floresta,RN,Nordeste,2024,39.14,1
Itaporanga,PB,Nordeste,2024,24.9,1
Caucaia,CE,Nordeste,2024,69.14,0
Ribeirão Preto,SP,Sudeste,2024,45.48,0
Cajobi,SP,Sudeste,2024,64.32,0
Agudo,RS,Sul,2024,60.08,0
Itabira,MG,Sudeste,2024,60.96,1
Sobrado,PB,Nordeste,2024,63.31,0
Tavares,RS,Sul,2024,68.03,0
Taipas do Tocantins,TO,Norte,2024,59.86,0
São Pedro do Sul,RS,Sul,2024,77.57,0
Godoy Moreira,PR,Sul,2024,80.0,0
Esperantina,TO,Norte,2024,47.0,1
Apodi,RN,Nordeste,2024,43.46,1
Mirandópolis,SP,Sudeste,2024,57.82,0
Nova Petrópolis,RS,Sul,2024,80.0,0
Forquilhinha,SC,Sul,2024,62.24,1
Brusque,SC,Sul,2024,70.5,0
Guaçuí,ES,Sudeste,2024,74.96,1
Palmeiras do Tocantins,TO,Norte,2024,25.06,1
Boa Esperança do Iguaçu,PR,Sul,2024,75.76,1
Clementina,SP,Sudeste,2024,55.83,0
Leopoldina,MG,Sudeste,2024,62.21,1
São Gonçalo do Amarante,RN,Nordeste,2024,56.91,0
Francisco Morato,SP,Sudeste,2024,55.48,1
Ubaporanga,MG,Sudeste,2024,70.32,0
São Geraldo,MG,Sudeste,2024,80.0,1
São Lourenço do Sul,RS,Sul,2024,79.22,0
Prudente de Morais,MG,Sudeste,2024,57.41,1
Piracema,MG,Sudeste,2024,69.08,1
Apiúna,SC,Sul,2024,66.35,1
Mossoró,RN,Nordeste,2024,44.54,0
Currais Novos,RN,Nordeste,2024,47.33,0
Muritiba,BA,Nordeste,2024,30.55,1
Santa Margarida,MG,Sudeste,2024,73.24,0
Malacacheta,MG,Sudeste,2024,77.62,0
Mato Leitão,RS,Sul,2024,80.0,0
Marcelândia,MT,Centro-Oeste,2024,65.23,1
Encantado,RS,Sul,2024,80.0,0
Uberlândia,MG,Sudeste,2024,55.71,1
Primeira Cruz,MA,Nordeste,2024,76.22,0
Minas do Leão,RS,Sul,2024,74.31,0
Pirapora,MG,Sudeste,2024,54.52,1
Patrocínio do Muriaé,MG,Sudeste,2024,73.79,1
Osasco,SP,Sudeste,2024,51.47,0
São Brás,AL,Nordeste,2024,69.26,1
Morrinhos,GO,Centro-Oeste,2024,65.2,1
Porto Murtinho,MS,Centro-Oeste,2024,37.55,1
Guaramirim,SC,Sul,2024,71.87,0
Buritis,MG,Sudeste,2024,56.75,1
Blumenau,SC,Sul,2024,66.53,0
Campina Grande do Sul,PR,Sul,2024,71.94,0
Belo Horizonte,MG,Sudeste,2024,61.33,1
Macapá,AP,Norte,2024,49.2,0
Franco da Rocha,SP,Sudeste,2024,55.69,0
Itacoatiara,AM,Norte,2024,51.78,1
Segredo,RS,Sul,2024,75.76,1
Santa Fé de Minas,MG,Sudeste,2024,40.26,1
São José do Egito,PE,Nordeste,2024,69.54,1
Canoinhas,SC,Sul,2024,74.87,0
Castro,PR,Sul,2024,75.14,0
Curiúva,PR,Sul,2024,80.0,0
São Sebastião do Caí,RS,Sul,2024,61.4,0
Lajeado Novo,MA,Nordeste,2024,63.83,1
Taipu,RN,Nordeste,2024,43.17,1
Coremas,PB,Nordeste,2024,69.16,0
Santo Amaro da Imperatriz,SC,Sul,2024,61.81,1
Varginha,MG,Sudeste,2024,55.51,1
Curvelo,MG,Sudeste,2024,67.73,1
Mossoró,RN,Nordeste,2024,44.54,1
Caraúbas,RN,Nordeste,2024,32.45,1
Funilândia,MG,Sudeste,2024,56.12,1
Nova Aurora,PR,Sul,2024,80.0,0
Açu,RN,Nordeste,2024,48.18,0
Sapiranga,RS,Sul,2024,73.9,0
Camocim de São Félix,PE,Nordeste,2024,59.74,1
Salete,SC,Sul,2024,78.29,0
Nepomuceno,MG,Sudeste,2024,58.03,1
Lucena,PB,Nordeste,2024,52.54,0
Santa Branca,SP,Sudeste,2024,46.96,1
Sairé,PE,Nordeste,2024,69.69,1
Santa Fé,PR,Sul,2024,62.22,1
Ibirama,SC,Sul,2024,69.5,1
Nobres,MT,Centro-Oeste,2024,60.77,0
Taboão da Serra,SP,Sudeste,2024,51.16,0
Santa Rita do Araguaia,GO,Centro-Oeste,2024,78.93,1
Missal,PR,Sul,2024,80.0,1
Umburatiba,MG,Sudeste,2024,66.38,0
Restinga,SP,Sudeste,2024,71.82,0
Urucânia,MG,Sudeste,2024,59.62,1
Mesquita,MG,Sudeste,2024,57.61,1
Paracatu,MG,Sudeste,2024,68.02,0
Astorga,PR,Sul,2024,79.63,0
Imbituva,PR,Sul,2024,80.0,0
Centro do Guilherme,MA,Nordeste,2024,80.0,1
Botelhos,MG,Sudeste,2024,67.86,1
Guarujá,SP,Sudeste,2024,53.43,0
Farroupilha,RS,Sul,2024,80.0,0
Três Cachoeiras,RS,Sul,2024,80.0,0
Ipubi,PE,Nordeste,2024,73.25,0
Morro da Fumaça,SC,Sul,2024,69.95,0
Catuji,MG,Sudeste,2024,42.58,1
Lauro Muller,SC,Sul,2024,66.04,0
Ielmo Marinho,RN,Nordeste,2024,47.4,0
Rio Tinto,PB,Nordeste,2024,78.16,0
Planalto,RS,Sul,2024,73.65,0
Açailândia,MA,Nordeste,2024,45.9,1
Caçador,SC,Sul,2024,71.48,0
Divino,MG,Sudeste,2024,54.23,1
Olho-d'Água do Borges,RN,Nordeste,2024,31.39,0
Vanini,RS,Sul,2024,80.0,0
Ajuricaba,RS,Sul,2024,80.0,0
Pium,TO,Norte,2024,29.05,1
Arapeí,SP,Sudeste,2024,53.27,0
Santo Antônio do Itambé,MG,Sudeste,2024,52.34,0
Chiapetta,RS,Sul,2024,78.78,1
Itá,SC,Sul,2024,70.81,0
São Jerônimo,RS,Sul,2024,80.0,0
Floresta Azul,BA,Nordeste,2024,21.74,1
Pedro Canário,ES,Sudeste,2024,70.99,1
São João do Sabugi,RN,Nordeste,2024,54.48,1
Caieiras,SP,Sudeste,2024,49.69,1
Sul Brasil,SC,Sul,2024,76.76,0
São José do Divino,MG,Sudeste,2024,50.96,1
Rodeio,SC,Sul,2024,60.87,1
Dom Bosco,MG,Sudeste,2024,59.62,1
Vargem Bonita,MG,Sudeste,2024,62.33,1
Brochier,RS,Sul,2024,67.29,0
Gameleiras,MG,Sudeste,2024,47.75,1
Gravatal,SC,Sul,2024,57.16,1
Mundo Novo,MS,Centro-Oeste,2024,80.0,0
Guaraniaçu,PR,Sul,2024,80.0,0
Miguel Leão,PI,Nordeste,2024,52.65,1
Lagoa Salgada,RN,Nordeste,2024,30.02,1
São Pedro do Suaçuí,MG,Sudeste,2024,69.13,1
Pedregulho,SP,Sudeste,2024,64.02,0
Borebi,SP,Sudeste,2024,64.23,0
Ascurra,SC,Sul,2024,80.0,0
Orleans,SC,Sul,2024,68.14,0
Franco da Rocha,SP,Sudeste,2024,55.69,0
Dom Pedrito,RS,Sul,2024,61.19,0
Roteiro,AL,Nordeste,2024,66.92,0
Jucurutu,RN,Nordeste,2024,34.74,1
Ronda Alta,RS,Sul,2024,76.01,0
Ponta Porã,MS,Centro-Oeste,2024,61.45,1
Rancho Queimado,SC,Sul,2024,73.86,1
Cianorte,PR,Sul,2024,79.62,0
Cáceres,MT,Centro-Oeste,2024,52.83,0
Presidente Getúlio,SC,Sul,2024,65.13,0
Irani,SC,Sul,2024,74.83,0
Montalvânia,MG,Sudeste,2024,53.65,1
Uberaba,MG,Sudeste,2024,51.32,1
Tumiritinga,MG,Sudeste,2024,50.96,1
Taboão da Serra,SP,Sudeste,2024,51.16,0
Bonfim,MG,Sudeste,2024,70.99,1
Erval Grande,RS,Sul,2024,80.0,0
Peçanha,MG,Sudeste,2024,67.16,1
Pirapora,MG,Sudeste,2024,54.52,1
Caratinga,MG,Sudeste,2024,55.16,1
Estiva,MG,Sudeste,2024,73.63,1
Paranatinga,MT,Centro-Oeste,2024,50.99,1
Otacílio Costa,SC,Sul,2024,59.2,1
Taquarituba,SP,Sudeste,2024,57.07,0
Tubarão,SC,Sul,2024,71.86,0
São João Nepomuceno,MG,Sudeste,2024,70.39,0
Vera Cruz,RS,Sul,2024,68.66,0
Juiz de Fora,MG,Sudeste,2024,49.46,1
Rolim de Moura,RO,Norte,2024,70.6,0
Lençóis,BA,Nordeste,2024,42.83,0
Curitibanos,SC,Sul,2024,53.71,1
Arapoema,TO,Norte,2024,43.86,1
São Geraldo do Baixio,MG,Sudeste,2024,72.56,1
Porto União,SC,Sul,2024,72.02,0
Alvorada D'Oeste,RO,Norte,2024,36.33,1
São Paulo,SP,Sudeste,2024,44.37,1
Santana do Matos,RN,Nordeste,2024,28.87,1
Horizontina,RS,Sul,2024,72.61,0
Morros,MA,Nordeste,2024,80.0,0
Atalaia do Norte,AM,Norte,2024,58.48,1
Capela de Santana,RS,Sul,2024,69.65,0
Palmeirais,PI,Nordeste,2024,55.7,0
Deodápolis,MS,Centro-Oeste,2024,80.0,0
Campina do Monte Alegre,SP,Sudeste,2024,51.32,0
São José da Barra,MG,Sudeste,2024,80.0,0
Santa Izabel do Oeste,PR,Sul,2024,80.0,1
Carnaubais,RN,Nordeste,2024,34.58,1
Serranópolis do Iguaçu,PR,Sul,2024,80.0,1
São Marcos,RS,Sul,2024,80.0,0
Humaitá,RS,Sul,2024,80.0,0
Grossos,RN,Nordeste,2024,46.65,1
Passo do Sobrado,RS,Sul,2024,80.0,0
Terezinha,PE,Nordeste,2024,70.15,1
Valinhos,SP,Sudeste,2024,55.55,0
Morro Redondo,RS,Sul,2024,74.06,0
Serafina Corrêa,RS,Sul,2024,80.0,0
Itabira,MG,Sudeste,2024,60.96,1
São João da Ponte,MG,Sudeste,2024,67.96,0
Iracema do Oeste,PR,Sul,2024,80.0,1
Cuiabá,MT,Centro-Oeste,2024,58.26,0
Poté,MG,Sudeste,2024,47.81,1
Angelândia,MG,Sudeste,2024,63.08,1
Brusque,SC,Sul,2024,70.5,0
São José da Safira,MG,Sudeste,2024,73.69,0
Condor,RS,Sul,2024,80.0,0
Serrano do Maranhão,MA,Nordeste,2024,69.93,0
Seberi,RS,Sul,2024,80.0,0
Rolândia,PR,Sul,2024,74.42,0
Gavião,BA,Nordeste,2024,63.7,0
Canguçu,RS,Sul,2024,79.74,0
Saubara,BA,Nordeste,2024,49.07,1
Tubarão,SC,Sul,2024,71.86,0
Flores da Cunha,RS,Sul,2024,79.15,0
Pau dos Ferros,RN,Nordeste,2024,45.25,0
Panambi,RS,Sul,2024,76.0,0
Cuiabá,MT,Centro-Oeste,2024,58.26,0
Vacaria,RS,Sul,2024,68.24,0
Teófilo Otoni,MG,Sudeste,2024,55.57,1
Turvo,SC,Sul,2024,62.69,1
Muqui,ES,Sudeste,2024,66.19,1
Nova Bassano,RS,Sul,2024,78.22,0
Campos dos Goytacazes,RJ,Sudeste,2024,45.1,1
Laranjal,MG,Sudeste,2024,46.49,1
Mato Verde,MG,Sudeste,2024,70.78,1
Vila Rica,MT,Centro-Oeste,2024,53.14,1
Nova Esperança,PR,Sul,2024,75.03,0
São Thomé das Letras,MG,Sudeste,2024,80.0,1
Coreaú,CE,Nordeste,2024,80.0,1
Três Fronteiras,SP,Sudeste,2024,80.0,0
Pedro Leopoldo,MG,Sudeste,2024,62.5,1
Setubinha,MG,Sudeste,2024,53.85,1
Malacacheta,MG,Sudeste,2024,77.62,0
Jequitinhonha,MG,Sudeste,2024,49.76,1
Terenos,MS,Centro-Oeste,2024,63.66,1
Japurá,AM,Norte,2024,77.7,1
Estrela do Sul,MG,Sudeste,2024,52.24,1
Novo Horizonte do Norte,MT,Centro-Oeste,2024,65.77,1
Aparecida do Taboado,MS,Centro-Oeste,2024,56.16,1
Concórdia,SC,Sul,2024,76.94,0
Nossa Senhora das Graças,PR,Sul,2024,79.27,1
Cotriguaçu,MT,Centro-Oeste,2024,61.94,1
Ouro Preto,MG,Sudeste,2024,59.55,1
Fernandes Pinheiro,PR,Sul,2024,80.0,0
Jucurutu,RN,Nordeste,2024,34.74,1
Baldim,MG,Sudeste,2024,75.13,1
Santo André,PB,Nordeste,2024,50.76,0
Pedro Gomes,MS,Centro-Oeste,2024,40.53,1
Curvelo,MG,Sudeste,2024,67.73,1
Reserva do Cabaçal,MT,Centro-Oeste,2024,76.82,1
Engenheiro Coelho,SP,Sudeste,2024,57.75,0
Campo Limpo Paulista,SP,Sudeste,2024,54.81,0
Lagoinha,SP,Sudeste,2024,53.85,1
Bom Retiro do Sul,RS,Sul,2024,78.46,0
Belo Horizonte,MG,Sudeste,2024,61.33,1
Caatiba,BA,Nordeste,2024,53.62,0
Pajeú do Piauí,PI,Nordeste,2024,68.29,0
Torres,RS,Sul,2024,65.68,0
Fernão,SP,Sudeste,2024,80.0,0
São Vicente,RN,Nordeste,2024,65.76,0
Pedra Preta,MT,Centro-Oeste,2024,60.59,1
Canápolis,MG,Sudeste,2024,51.07,1
Vespasiano,MG,Sudeste,2024,58.37,1
Guarapari,ES,Sudeste,2024,73.1,1
Coração de Jesus,MG,Sudeste,2024,67.95,1
Porto Real do Colégio,AL,Nordeste,2024,69.69,1
Presidente Bernardes,MG,Sudeste,2024,60.93,1
Sacramento,MG,Sudeste,2024,66.63,1
Taparuba,MG,Sudeste,2024,49.89,1
Tenente Portela,RS,Sul,2024,69.61,0
Santiago,RS,Sul,2024,73.95,0
Tramandaí,RS,Sul,2024,58.64,0
Manhumirim,MG,Sudeste,2024,70.43,0
Irati,SC,Sul,2024,80.0,1
Tupirama,TO,Norte,2024,43.0,1
Deodápolis,MS,Centro-Oeste,2024,80.0,0
Camaquã,RS,Sul,2024,62.16,0
Uberlândia,MG,Sudeste,2024,55.71,1
Mariana,MG,Sudeste,2024,58.12,1
Inhapi,AL,Nordeste,2024,67.49,1
São José do Jacuri,MG,Sudeste,2024,59.37,1
Bom Retiro,SC,Sul,2024,39.4,1
Trombudo Central,SC,Sul,2024,70.04,0
Lagoa do Ouro,PE,Nordeste,2024,73.78,1
Tibagi,PR,Sul,2024,78.09,0
Cruz Machado,PR,Sul,2024,80.0,1
Parelhas,RN,Nordeste,2024,49.2,1
Nova Santa Rita,PI,Nordeste,2024,53.26,0
Matias Olímpio,PI,Nordeste,2024,31.65,1
Santiago,RS,Sul,2024,73.95,0
Santo Amaro da Imperatriz,SC,Sul,2024,61.81,1
Vazante,MG,Sudeste,2024,49.64,1
Santiago,RS,Sul,2024,73.95,0
João Monlevade,MG,Sudeste,2024,64.07,1
Porto Barreiro,PR,Sul,2024,80.0,1
Tubarão,SC,Sul,2024,71.86,0
Aparecida de Goiânia,GO,Centro-Oeste,2024,63.87,1
Aracruz,ES,Sudeste,2024,72.36,1
Ibiaí,MG,Sudeste,2024,60.78,1
Gararu,SE,Nordeste,2024,26.47,1
Capão do Leão,RS,Sul,2024,53.81,0
Pontal do Araguaia,MT,Centro-Oeste,2024,71.32,0
Estância Velha,RS,Sul,2024,69.31,0
Itapirapuã,GO,Centro-Oeste,2024,41.17,1
Reserva do Iguaçu,PR,Sul,2024,78.22,1
Avelino Lopes,PI,Nordeste,2024,47.14,0
Dois Irmãos,RS,Sul,2024,78.68,0
Lavras,MG,Sudeste,2024,60.18,1
Lagarto,SE,Nordeste,2024,42.31,1
Cavalcante,GO,Centro-Oeste,2024,63.47,1
Caetanópolis,MG,Sudeste,2024,59.24,1
Águas de Chapecó,SC,Sul,2024,73.48,1
Ascurra,SC,Sul,2024,80.0,0
Ilicínea,MG,Sudeste,2024,51.49,1
Xanxerê,SC,Sul,2024,68.79,0
Sete Lagoas,MG,Sudeste,2024,57.97,1
Urutaí,GO,Centro-Oeste,2024,78.38,0
Segredo,RS,Sul,2024,75.76,1
Dueré,TO,Norte,2024,41.72,1
Vitor Meireles,SC,Sul,2024,50.26,1
Bernardino de Campos,SP,Sudeste,2024,70.21,0
Damião,PB,Nordeste,2024,44.24,1
São Roque,SP,Sudeste,2024,56.9,0
Ibirité,MG,Sudeste,2024,56.29,1
Santa Luzia,MG,Sudeste,2024,56.2,1
Divinópolis de Goiás,GO,Centro-Oeste,2024,79.92,1
Sussuapara,PI,Nordeste,2024,34.28,1
Lagoa Grande,MG,Sudeste,2024,80.0,0
Marau,RS,Sul,2024,68.78,0
Divinópolis do Tocantins,TO,Norte,2024,45.46,1
Paracatu,MG,Sudeste,2024,68.02,1
Boa Vista,PB,Nordeste,2024,70.41,0
Luís Correia,PI,Nordeste,2024,65.03,0
Selvíria,MS,Centro-Oeste,2024,33.87,1
Paraíso das Águas,MS,Centro-Oeste,2024,76.92,1
Barro Duro,PI,Nordeste,2024,44.76,0
Praia Grande,SP,Sudeste,2024,55.55,0
Canguçu,RS,Sul,2024,79.74,0
Ivoti,RS,Sul,2024,77.79,0
Santo Amaro da Imperatriz,SC,Sul,2024,61.81,0
Pérola d'Oeste,PR,Sul,2024,80.0,1
Campo Grande,RN,Nordeste,2024,42.79,1
Sananduva,RS,Sul,2024,75.28,0
Itaeté,BA,Nordeste,2024,47.43,0
Raposos,MG,Sudeste,2024,53.57,1
Carandaí,MG,Sudeste,2024,73.09,1
Poá,SP,Sudeste,2024,58.69,0
