municipio,uf,meta,resultado,diferenca,ano
Bom Retiro,SC,39.4,44.68,5.280000000000001,2024
Trombudo Central,SC,70.04,63.31,-6.730000000000004,2024
Lagoa do Ouro,PE,73.78,85.39,11.61,2024
Tibagi,PR,78.09,77.79,-0.29999999999999716,2024
Cruz Machado,PR,80.0,84.49,4.489999999999995,2024
Parelhas,RN,49.2,50.73,1.529999999999994,2024
Nova Santa Rita,PI,53.26,49.11,-4.149999999999999,2024
Matias Olímpio,PI,31.65,52.06,20.410000000000004,2024
Santiago,RS,73.95,60.2,-13.75,2024
Santo Amaro da Imperatriz,SC,61.81,62.84,1.0300000000000011,2024
Vazante,MG,49.64,65.3,15.659999999999997,2024
Santiago,RS,73.95,61.2,-12.75,2024
João Monlevade,MG,64.07,79.74,15.670000000000002,2024
Porto Barreiro,PR,80.0,86.29,6.290000000000006,2024
Tubarão,SC,71.86,68.26,-3.5999999999999943,2024
Aparecida de Goiânia,GO,63.87,69.22,5.350000000000001,2024
Aracruz,ES,72.36,74.36,2.0,2024
Ibiaí,MG,60.78,76.41,15.629999999999995,2024
Gararu,SE,26.47,36.4,9.93,2024
Capão do Leão,RS,53.81,39.4,-14.410000000000004,2024
Pontal do Araguaia,MT,71.32,51.2,-20.11999999999999,2024
Estância Velha,RS,69.31,43.4,-25.910000000000004,2024
Itapirapuã,GO,41.17,73.21,32.03999999999999,2024
Reserva do Iguaçu,PR,78.22,83.13,4.909999999999997,2024
Avelino Lopes,PI,47.14,44.97,-2.1700000000000017,2024
Dois Irmãos,RS,78.68,57.8,-20.88000000000001,2024
Lavras,MG,60.18,67.11,6.93,2024
Lagarto,SE,42.31,68.35,26.039999999999992,2024
Cavalcante,GO,63.47,84.5,21.03,2024
Caetanópolis,MG,59.24,72.48,13.240000000000002,2024
Águas de Chapecó,SC,73.48,75.76,2.280000000000001,2024
Ascurra,SC,80.0,61.66,-18.340000000000003,2024
Ilicínea,MG,51.49,65.15,13.660000000000004,2024
Xanxerê,SC,68.79,66.51,-2.280000000000001,2024
Sete Lagoas,MG,57.97,71.22,13.25,2024
Urutaí,GO,78.38,66.86,-11.519999999999996,2024
Segredo,RS,75.76,84.9,9.14,2024
Dueré,TO,41.72,68.54,26.820000000000007,2024
Vitor Meireles,SC,50.26,76.12,25.860000000000007,2024
Bernardino de Campos,SP,70.21,47.5,-22.709999999999994,2024
Damião,PB,44.24,50.86,6.619999999999997,2024
São Roque,SP,56.9,51.51,-5.390000000000001,2024
Ibirité,MG,56.29,66.46,10.169999999999995,2024
Santa Luzia,MG,56.2,70.02,13.819999999999993,2024
Divinópolis de Goiás,GO,79.92,80.42,0.5,2024
Sussuapara,PI,34.28,55.84,21.560000000000002,2024
Lagoa Grande,MG,80.0,76.48,-3.519999999999996,2024
Marau,RS,68.78,53.4,-15.380000000000003,2024
Divinópolis do Tocantins,TO,45.46,60.78,15.32,2024
Paracatu,MG,68.02,68.16,0.14000000000000057,2024
Boa Vista,PB,70.41,49.49,-20.919999999999995,2024
Luís Correia,PI,65.03,51.6,-13.43,2024
Selvíria,MS,33.87,59.83,25.96,2024
Paraíso das Águas,MS,76.92,78.5,1.5799999999999983,2024
Barro Duro,PI,44.76,40.17,-4.589999999999996,2024
Praia Grande,SP,55.55,51.25,-4.299999999999997,2024
Canguçu,RS,79.74,56.4,-23.339999999999996,2024
Ivoti,RS,77.79,56.9,-20.890000000000008,2024
Santo Amaro da Imperatriz,SC,61.81,60.42,-1.3900000000000006,2024
Pérola d'Oeste,PR,80.0,88.78,8.780000000000001,2024
Campo Grande,RN,42.79,43.77,0.980000000000004,2024
Sananduva,RS,75.28,53.3,-21.980000000000004,2024
Itaeté,BA,47.43,45.45,-1.9799999999999969,2024
Raposos,MG,53.57,69.66,16.089999999999996,2024
Carandaí,MG,73.09,80.43,7.340000000000003,2024
Poá,SP,58.69,51.72,-6.969999999999999,2024
Juara,MT,57.76,54.04,-3.719999999999999,2024
Maturéia,PB,55.48,60.76,5.280000000000001,2024
São José do Seridó,RN,42.95,56.41,13.459999999999994,2024
Indaial,SC,59.31,66.7,7.390000000000001,2024
Santa Clara do Sul,RS,80.0,54.2,-25.799999999999997,2024
Rio de Contas,BA,55.31,55.74,0.4299999999999997,2024
Pompéu,MG,67.62,66.01,-1.6099999999999994,2024
Santa Leopoldina,ES,80.0,74.54,-5.459999999999994,2024
Monte Alegre,RN,62.63,50.97,-11.660000000000004,2024
Bauru,SP,49.57,50.56,0.990000000000002,2024
Pouso Alegre,MG,62.41,70.53,8.120000000000005,2024
Rio Vermelho,MG,49.66,64.55,14.89,2024
Carrancas,MG,71.89,89.76,17.870000000000005,2024
Itanhaém,SP,58.59,48.05,-10.540000000000006,2024
Andradas,MG,60.22,75.04,14.820000000000007,2024
Xanxerê,SC,68.79,70.05,1.259999999999991,2024
Currais Novos,RN,47.33,46.77,-0.5599999999999952,2024
Mataraca,PB,80.0,50.43,-29.57,2024
Cristalina,GO,69.87,69.1,-0.7700000000000102,2024
Virmond,PR,78.88,81.54,2.660000000000011,2024
Capela do Alto,SP,52.82,47.64,-5.18,2024
Jandira,SP,50.54,51.39,0.8500000000000014,2024
Serra Branca,PB,61.29,54.35,-6.939999999999998,2024
Ipuiúna,MG,57.35,63.82,6.469999999999999,2024
Medina,MG,71.82,64.77,-7.049999999999997,2024
Cambuci,RJ,70.76,64.38,-6.38000000000001,2024
Medina,MG,71.82,65.7,-6.11999999999999,2024
Resende Costa,MG,61.52,82.11,20.589999999999996,2024
Itararé,SP,59.9,53.17,-6.729999999999997,2024
Iraí,RS,69.28,59.4,-9.880000000000003,2024
Ipatinga,MG,67.17,70.92,3.75,2024
São Gonçalo do Sapucaí,MG,76.83,76.14,-0.6899999999999977,2024
Senhora dos Remédios,MG,80.0,77.94,-2.0600000000000023,2024
Ijuí,RS,77.0,61.9,-15.100000000000001,2024
Itapuí,SP,41.78,53.04,11.259999999999998,2024
Iguatemi,MS,44.73,60.02,15.290000000000006,2024
João Ramalho,SP,80.0,65.42,-14.579999999999998,2024
Otacílio Costa,SC,59.2,70.95,11.75,2024
Santa Mercedes,SP,80.0,81.08,1.0799999999999983,2024
Embu das Artes,SP,39.54,48.71,9.170000000000002,2024
Águas de Chapecó,SC,73.48,66.39,-7.090000000000003,2024
Guaíra,PR,65.99,69.53,3.5400000000000063,2024
Conceição da Aparecida,MG,72.31,78.53,6.219999999999999,2024
Cachoeira Paulista,SP,55.01,41.8,-13.21,2024
Caraá,RS,80.0,62.4,-17.6,2024
Buriti Alegre,GO,70.78,64.95,-5.829999999999998,2024
Xanxerê,SC,68.79,72.14,3.3499999999999943,2024
Limeira do Oeste,MG,67.61,59.7,-7.909999999999997,2024
Içara,SC,71.39,68.01,-3.3799999999999955,2024
Governador Archer,MA,80.0,78.21,-1.7900000000000063,2024
Areia Branca,RN,56.82,41.2,-15.619999999999997,2024
Passa Quatro,MG,80.0,83.78,3.780000000000001,2024
Manoel Viana,RS,35.72,50.0,14.280000000000001,2024
Açu,RN,48.18,40.37,-7.810000000000002,2024
Boa Vista do Sul,RS,74.36,75.0,0.6400000000000006,2024
Mato Queimado,RS,80.0,58.3,-21.700000000000003,2024
Leoberto Leal,SC,75.76,62.5,-13.260000000000005,2024
Itambé do Mato Dentro,MG,78.11,83.33,5.219999999999999,2024
Camapuã,MS,39.17,33.33,-5.840000000000003,2024
Veranópolis,RS,77.57,57.0,-20.569999999999993,2024
Santana de Cataguases,MG,80.0,73.26,-6.739999999999995,2024
Medina,MG,71.82,50.0,-21.819999999999993,2024
Fernando Pedroza,RN,39.77,66.67,26.9,2024
Tenente Ananias,RN,48.81,58.33,9.519999999999996,2024
Nova Esperança do Sul,RS,80.0,41.7,-38.3,2024
Licínio de Almeida,BA,75.76,65.48,-10.280000000000001,2024
Anguera,BA,45.15,55.95,10.800000000000004,2024
Fontoura Xavier,RS,65.01,75.0,9.989999999999995,2024
Piranguçu,MG,68.5,78.97,10.469999999999999,2024
Ibarama,RS,72.44,66.7,-5.739999999999995,2024
Palmópolis,MG,45.12,75.0,29.880000000000003,2024
Senador Salgado Filho,RS,80.0,50.0,-30.0,2024
Porteirão,GO,80.0,75.38,-4.6200000000000045,2024
Assis Chateaubriand,PR,80.0,80.31,0.3100000000000023,2024
Cruzmaltina,PR,80.0,94.52,14.519999999999996,2024
Alvorada de Minas,MG,47.88,83.33,35.449999999999996,2024
Santa Terezinha do Progresso,SC,58.41,95.83,37.42,2024
Nova Esperança do Sudoeste,PR,80.0,88.59,8.590000000000003,2024
Santo Antônio do Rio Abaixo,MG,63.31,91.67,28.36,2024
Santa Bárbara do Sul,RS,68.31,75.0,6.689999999999998,2024
Canápolis,MG,51.07,70.31,19.240000000000002,2024
Ventania,PR,75.01,77.17,2.1599999999999966,2024
Poços de Caldas,MG,61.73,68.93,7.20000000000001,2024
Goiânia,GO,68.74,69.49,0.75,2024
Ituporanga,SC,66.76,71.3,4.539999999999992,2024
Santa Rosa,RS,73.6,58.8,-14.799999999999997,2024
Águas de Chapecó,SC,73.48,63.22,-10.260000000000005,2024
Mampituba,RS,68.47,55.2,-13.269999999999996,2024
Colorado,PR,80.0,78.22,-1.7800000000000011,2024
Içara,SC,71.39,69.13,-2.260000000000005,2024
Água Clara,MS,71.75,77.03,5.280000000000001,2024
João Pinheiro,MG,63.39,74.07,10.679999999999993,2024
Brasileira,PI,40.07,42.58,2.509999999999998,2024
Santa Vitória,MG,72.24,59.6,-12.639999999999993,2024
Zé Doca,MA,80.0,72.3,-7.700000000000003,2024
Renascença,PR,72.28,82.55,10.269999999999996,2024
Alpestre,RS,75.71,66.5,-9.209999999999994,2024
Cortês,PE,64.81,70.4,5.590000000000003,2024
Içara,SC,71.39,69.72,-1.6700000000000017,2024
Guabiruba,SC,71.73,73.93,2.200000000000003,2024
Quebrangulo,AL,61.22,61.05,-0.1700000000000017,2024
Cachoeirinha,PE,60.56,63.59,3.030000000000001,2024
Rio Negrinho,SC,63.42,67.56,4.140000000000001,2024
Lago Verde,MA,65.07,76.73,11.66000000000001,2024
Santa Tereza do Tocantins,TO,53.31,24.65,-28.660000000000004,2024
Espírito Santo do Dourado,MG,68.68,66.53,-2.1500000000000057,2024
Caraí,MG,48.07,70.04,21.970000000000006,2024
Terra Rica,PR,70.78,81.46,10.679999999999993,2024
Penalva,MA,59.53,63.88,4.350000000000001,2024
Carmo da Mata,MG,79.19,68.1,-11.090000000000003,2024
Bom Jesus do Galho,MG,80.0,77.48,-2.519999999999996,2024
Contenda,PR,78.62,77.37,-1.25,2024
Taquarivaí,SP,65.02,47.19,-17.83,2024
Galvão,SC,80.0,70.47,-9.530000000000001,2024
Teutônia,RS,80.0,62.9,-17.1,2024
Pedro Leopoldo,MG,62.5,75.11,12.61,2024
Paineiras,MG,79.1,82.34,3.240000000000009,2024
Boa Esperança do Sul,SP,48.12,55.34,7.220000000000006,2024
Tanque Novo,BA,66.17,61.8,-4.3700000000000045,2024
Papanduva,SC,72.03,64.15,-7.8799999999999955,2024
Paulino Neves,MA,67.34,68.89,1.5499999999999972,2024
Praia Grande,SC,67.96,71.88,3.9200000000000017,2024
Vespasiano,MG,58.37,70.72,12.350000000000001,2024
São Bento,MA,80.0,79.26,-0.7399999999999949,2024
Bom Despacho,MG,48.79,73.33,24.54,2024
Braganey,PR,80.0,85.11,5.109999999999999,2024
Carlos Barbosa,RS,69.44,57.5,-11.939999999999998,2024
Caieiras,SP,49.69,52.16,2.469999999999999,2024
Unaí,MG,60.33,67.21,6.8799999999999955,2024
Inhapi,AL,67.49,83.03,15.540000000000006,2024
Canápolis,MG,51.07,76.49,25.419999999999995,2024
Murici dos Portelas,PI,69.05,65.17,-3.8799999999999955,2024
Lavras,MG,60.18,68.67,8.490000000000002,2024
Barão de Cotegipe,RS,80.0,76.6,-3.4000000000000057,2024
Japurá,AM,77.7,90.51,12.810000000000002,2024
Caieiras,SP,49.69,52.21,2.520000000000003,2024
Sorocaba,SP,53.15,52.43,-0.7199999999999989,2024
Ewbank da Câmara,MG,42.36,64.41,22.049999999999997,2024
Saltinho,SC,80.0,75.29,-4.709999999999994,2024
Concórdia,SC,76.94,75.26,-1.6799999999999926,2024
Primavera de Rondônia,RO,80.0,57.63,-22.369999999999997,2024
Cambé,PR,79.24,76.35,-2.8900000000000006,2024
Porto Xavier,RS,73.05,56.9,-16.15,2024
Araguatins,TO,41.9,50.5,8.600000000000001,2024
Jaguarão,RS,53.41,64.9,11.490000000000009,2024
Aparecida,PB,48.47,62.41,13.939999999999998,2024
Guaxupé,MG,57.85,66.93,9.080000000000005,2024
Itapejara d'Oeste,PR,76.17,75.37,-0.7999999999999972,2024
Ibiá,MG,57.07,78.1,21.029999999999994,2024
Bocaiúva,MG,70.61,68.42,-2.1899999999999977,2024
Nazaré da Mata,PE,58.93,56.96,-1.9699999999999989,2024
São Bentinho,PB,68.26,60.02,-8.240000000000002,2024
Ponte Alta do Norte,SC,66.7,70.19,3.489999999999995,2024
Serafina Corrêa,RS,80.0,50.7,-29.299999999999997,2024
Estância Velha,RS,69.31,44.4,-24.910000000000004,2024
São Carlos,SP,56.26,50.27,-5.989999999999995,2024
Orlândia,SP,50.6,57.15,6.549999999999997,2024
São José de Ubá,RJ,75.86,80.39,4.530000000000001,2024
Mogi das Cruzes,SP,52.01,47.88,-4.1299999999999955,2024
Três de Maio,RS,79.17,55.2,-23.97,2024
Bom Princípio,RS,74.68,50.7,-23.980000000000004,2024
Guaranésia,MG,74.61,65.21,-9.400000000000006,2024
São Benedito do Sul,PE,41.36,71.07,29.709999999999994,2024
Potim,SP,47.02,46.58,-0.44000000000000483,2024
Teotônio Vilela,AL,57.03,57.59,0.5600000000000023,2024
Viana,ES,71.71,68.8,-2.9099999999999966,2024
Cacimbas,PB,39.49,47.9,8.409999999999997,2024
Saloá,PE,61.72,78.66,16.939999999999998,2024
Novo Horizonte,BA,63.79,73.17,9.380000000000003,2024
Rodolfo Fernandes,RN,38.22,41.06,2.8400000000000034,2024
Silveiras,SP,51.4,47.27,-4.1299999999999955,2024
Araguari,MG,53.17,64.76,11.590000000000003,2024
Borda da Mata,MG,67.91,80.39,12.480000000000004,2024
Ibirubá,RS,63.28,62.7,-0.5799999999999983,2024
Soledade,RS,68.48,63.1,-5.380000000000003,2024
Vera Mendes,PI,80.0,48.57,-31.43,2024
Entre Rios do Sul,RS,79.55,72.0,-7.549999999999997,2024
Tatuí,SP,55.87,53.92,-1.9499999999999957,2024
Itapetininga,SP,48.17,50.81,2.6400000000000006,2024
Wall Ferraz,PI,44.12,54.29,10.170000000000002,2024
Pitimbu,PB,76.57,51.59,-24.97999999999999,2024
São Gabriel da Palha,ES,73.64,80.69,7.049999999999997,2024
Goiabeira,MG,69.73,91.43,21.700000000000003,2024
Barreirinhas,MA,55.23,78.52,23.29,2024
Monte Sião,MG,58.25,74.18,15.930000000000007,2024
São Lourenço do Sul,RS,79.22,58.7,-20.519999999999996,2024
São Gotardo,MG,57.5,75.49,17.989999999999995,2024
São Jerônimo,RS,80.0,60.5,-19.5,2024
Pocinhos,PB,48.17,54.09,5.920000000000002,2024
Campo Novo,RS,65.72,46.1,-19.619999999999997,2024
Indiara,GO,69.23,82.75,13.519999999999996,2024
Sooretama,ES,69.28,70.81,1.5300000000000011,2024
Santa Luzia,MG,56.2,72.16,15.959999999999994,2024
Quitandinha,PR,73.05,75.8,2.75,2024
São Jorge d'Oeste,PR,80.0,84.59,4.590000000000003,2024
Pinhal,RS,60.36,33.2,-27.159999999999997,2024
Guarulhos,SP,45.75,49.23,3.479999999999997,2024
Ronda Alta,RS,76.01,53.7,-22.310000000000002,2024
Caçapava do Sul,RS,58.95,56.8,-2.1500000000000057,2024
Setubinha,MG,53.85,69.31,15.46,2024
Luzerna,SC,74.01,79.74,5.72999999999999,2024
Ivaí,PR,80.0,82.65,2.6500000000000057,2024
Itatiaiuçu,MG,73.57,79.41,5.840000000000003,2024
Palmitos,SC,61.82,64.02,2.1999999999999957,2024
Alumínio,SP,53.71,53.68,-0.030000000000001137,2024
Rio Negrinho,SC,63.42,66.96,3.539999999999992,2024
São José do Rio Claro,MT,74.23,60.28,-13.950000000000003,2024
Brejo Grande do Araguaia,PA,64.62,75.7,11.079999999999998,2024
Capivari do Sul,RS,47.38,43.9,-3.480000000000004,2024
Palmeira,PR,72.95,65.93,-7.019999999999996,2024
Cipotânea,MG,74.17,92.31,18.14,2024
Pracuúba,AP,43.05,30.66,-12.389999999999997,2024
Caçapava,SP,57.51,44.26,-13.25,2024
Jacareí,SP,51.14,51.48,0.3399999999999963,2024
Santa Maria do Cambucá,PE,80.0,70.05,-9.950000000000003,2024
Pedrinópolis,MG,63.06,79.95,16.89,2024
Nova Olímpia,PR,79.33,91.63,12.299999999999997,2024
Ataléia,MG,69.2,55.28,-13.920000000000002,2024
Jussara,PR,73.48,66.03,-7.450000000000003,2024
Floriano,PI,54.22,53.36,-0.8599999999999994,2024
Cerro Largo,RS,75.82,54.0,-21.819999999999993,2024
Dionísio Cerqueira,SC,63.02,66.23,3.210000000000001,2024
Lagoa Salgada,RN,30.02,63.42,33.400000000000006,2024
Anita Garibaldi,SC,68.32,77.33,9.010000000000005,2024
Campanha,MG,48.0,64.8,16.799999999999997,2024
Cantanhede,MA,57.5,70.83,13.329999999999998,2024
Campinas do Sul,RS,80.0,60.9,-19.1,2024
Alcinópolis,MS,77.19,63.77,-13.419999999999995,2024
Braga,RS,46.27,52.2,5.93,2024
Dionísio Cerqueira,SC,63.02,69.14,6.119999999999997,2024
Vista Alegre,RS,80.0,71.0,-9.0,2024
Petrolina,PE,68.42,70.25,1.8299999999999983,2024
Porto Lucena,RS,78.78,78.3,-0.480000000000004,2024
Saldanha Marinho,RS,48.79,69.6,20.809999999999995,2024
Santo Antônio dos Milagres,PI,80.0,78.26,-1.7399999999999949,2024
Itariri,SP,64.65,43.36,-21.290000000000006,2024
Guadalupe,PI,54.0,68.54,14.540000000000006,2024
Tacima,PB,59.92,77.72,17.799999999999997,2024
Bananeiras,PB,55.82,54.93,-0.8900000000000006,2024
Alto Rio Novo,ES,67.16,83.48,16.320000000000007,2024
Santa Helena,PR,79.32,79.37,0.05000000000001137,2024
Jacinto Machado,SC,57.49,67.22,9.729999999999997,2024
Vila Velha,ES,70.0,67.75,-2.25,2024
Armazém,SC,72.02,78.35,6.329999999999998,2024
Araguaína,TO,42.16,50.51,8.350000000000001,2024
Wenceslau Braz,PR,80.0,74.37,-5.6299999999999955,2024
Caridade do Piauí,PI,64.49,58.14,-6.349999999999994,2024
Sinop,MT,60.84,54.01,-6.830000000000005,2024
Dois Córregos,SP,64.5,57.41,-7.090000000000003,2024
São Lourenço da Serra,SP,64.46,58.4,-6.059999999999995,2024
Bonito de Santa Fé,PB,47.04,60.93,13.89,2024
Araguari,MG,53.17,65.37,12.200000000000003,2024
Munhoz,MG,78.23,82.36,4.1299999999999955,2024
Nova Londrina,PR,78.01,74.05,-3.960000000000008,2024
São Salvador do Tocantins,TO,52.91,59.09,6.180000000000007,2024
Paverama,RS,66.28,47.5,-18.78,2024
Cerro Largo,RS,75.82,49.2,-26.61999999999999,2024
Rio Casca,MG,63.0,62.76,-0.240000000000002,2024
Campina da Lagoa,PR,80.0,77.67,-2.3299999999999983,2024
Arroio Trinta,SC,80.0,76.24,-3.760000000000005,2024
São Gotardo,MG,57.5,75.31,17.810000000000002,2024
Ubá,MG,67.05,78.84,11.790000000000006,2024
Faxinal,PR,80.0,71.76,-8.239999999999995,2024
Rio Novo,MG,45.41,65.4,19.99000000000001,2024
Palmeira das Missões,RS,53.85,52.7,-1.1499999999999986,2024
Espera Feliz,MG,72.95,61.52,-11.43,2024
Amambai,MS,48.04,69.72,21.68,2024
Dionísio Cerqueira,SC,63.02,82.33,19.309999999999995,2024
Glória de Dourados,MS,79.07,73.2,-5.86999999999999,2024
Nova Maringá,MT,64.76,62.38,-2.3800000000000026,2024
Piranga,MG,63.43,82.58,19.15,2024
Olivedos,PB,58.53,41.57,-16.96,2024
Juarez Távora,PB,36.0,35.79,-0.21000000000000085,2024
Embu-Guaçu,SP,51.94,45.34,-6.599999999999994,2024
Japurá,PR,74.44,80.87,6.430000000000007,2024
São João Evangelista,MG,80.0,70.27,-9.730000000000004,2024
Curral de Dentro,MG,79.36,80.36,1.0,2024
Pires Ferreira,CE,80.0,100.0,20.0,2024
Sítio d'Abadia,GO,61.35,79.41,18.059999999999995,2024
Alexandria,RN,24.68,58.98,34.3,2024
Luís Gomes,RN,33.44,38.98,5.539999999999999,2024
Ituverava,SP,53.56,49.94,-3.6200000000000045,2024
Fronteira,MG,57.36,76.16,18.799999999999997,2024
Joca Marques,PI,44.75,43.83,-0.9200000000000017,2024
Pedra Azul,MG,60.83,60.74,-0.0899999999999963,2024
Siqueira Campos,PR,80.0,82.88,2.8799999999999955,2024
Cotiporã,RS,74.92,44.2,-30.72,2024
Antônio Carlos,MG,78.32,71.47,-6.849999999999994,2024
Siderópolis,SC,64.7,53.57,-11.130000000000003,2024
Sinop,MT,60.84,54.33,-6.510000000000005,2024
Pintadas,BA,50.59,55.7,5.109999999999999,2024
Barra do Jacaré,PR,65.76,72.41,6.6499999999999915,2024
Suzano,SP,48.1,51.13,3.030000000000001,2024
Fervedouro,MG,68.38,76.31,7.930000000000007,2024
Nuporanga,SP,71.14,64.88,-6.260000000000005,2024
Francisco Morato,SP,55.48,50.92,-4.559999999999995,2024
Santa Rosa do Piauí,PI,64.16,51.64,-12.519999999999996,2024
Juazeiro do Piauí,PI,70.51,71.43,0.9200000000000017,2024
Formoso,GO,72.26,86.67,14.409999999999997,2024
São Domingos,SC,78.68,76.94,-1.740000000000009,2024
Perolândia,GO,77.97,77.78,-0.18999999999999773,2024
Santa Helena de Minas,MG,62.75,90.81,28.060000000000002,2024
Santa Cruz do Sul,RS,67.32,54.1,-13.219999999999992,2024
Altinho,PE,61.99,68.08,6.089999999999996,2024
Timbaúba,PE,75.02,77.57,2.549999999999997,2024
Visconde do Rio Branco,MG,60.26,74.81,14.550000000000004,2024
Rio Bonito do Iguaçu,PR,80.0,80.25,0.25,2024
Cacequi,RS,55.58,50.5,-5.079999999999998,2024
Praia Grande,SC,67.96,69.36,1.4000000000000057,2024
Chiador,MG,77.9,76.01,-1.8900000000000006,2024
Francisco Morato,SP,55.48,50.49,-4.989999999999995,2024
Guanhães,MG,61.34,72.64,11.299999999999997,2024
Muriaé,MG,62.06,73.13,11.069999999999993,2024
Campo Alegre,AL,67.86,67.45,-0.4099999999999966,2024
Graça Aranha,MA,73.9,75.68,1.7800000000000011,2024
Gilbués,PI,38.32,39.2,0.8800000000000026,2024
Santana,AP,47.82,53.14,5.32,2024
Ubá,MG,67.05,79.09,12.040000000000006,2024
Cedral,MA,71.43,66.85,-4.5800000000000125,2024
Sete Barras,SP,68.93,52.1,-16.830000000000005,2024
Picos,PI,57.43,54.93,-2.5,2024
Joinville,SC,68.23,68.79,0.5600000000000023,2024
Uraí,PR,77.07,66.07,-11.0,2024
Conceição do Rio Verde,MG,80.0,78.17,-1.8299999999999983,2024
Encantado,RS,80.0,62.6,-17.4,2024
Luís Antônio,SP,47.62,43.03,-4.589999999999996,2024
Grossos,RN,46.65,65.35,18.699999999999996,2024
Borrazópolis,PR,80.0,75.03,-4.969999999999999,2024
Campina do Simão,PR,80.0,84.25,4.25,2024
Pindorama,SP,51.97,63.37,11.399999999999999,2024
Joinville,SC,68.23,68.58,0.3499999999999943,2024
Augustinópolis,TO,54.94,59.95,5.010000000000005,2024
Jaguari,RS,67.37,61.3,-6.070000000000007,2024
Ji-Paraná,RO,80.0,72.81,-7.189999999999998,2024
Ponta Grossa,PR,76.43,75.9,-0.5300000000000011,2024
Bernardo Sayão,TO,57.3,59.26,1.9600000000000009,2024
Aragarças,GO,66.26,72.16,5.8999999999999915,2024
Pavão,MG,80.0,83.75,3.75,2024
Santo Anastácio,SP,79.99,79.01,-0.9799999999999898,2024
Campo Verde,MT,60.16,48.53,-11.629999999999995,2024
Cafeara,PR,80.0,63.42,-16.58,2024
Campo do Meio,MG,69.55,76.54,6.990000000000009,2024
Pedra do Anta,MG,80.0,85.51,5.510000000000005,2024
Herval d'Oeste,SC,57.65,59.83,2.1799999999999997,2024
Sumaré,SP,57.39,50.61,-6.780000000000001,2024
Tarabai,SP,78.69,67.98,-10.709999999999994,2024
Mar de Espanha,MG,59.0,73.79,14.790000000000006,2024
Lima Duarte,MG,51.94,69.51,17.570000000000007,2024
São José das Palmeiras,PR,80.0,74.36,-5.640000000000001,2024
Flores,PE,75.14,68.28,-6.859999999999999,2024
Janaúba,MG,54.63,67.7,13.07,2024
Ribeirão Claro,PR,75.41,85.68,10.27000000000001,2024
Itatim,BA,56.29,54.22,-2.0700000000000003,2024
São Sebastião do Oeste,MG,72.84,76.46,3.6199999999999903,2024
Cordisburgo,MG,70.99,79.85,8.86,2024
Nova Araçá,RS,80.0,60.6,-19.4,2024
Blumenau,SC,66.53,64.14,-2.3900000000000006,2024
Indaial,SC,59.31,67.83,8.519999999999996,2024
Nova Lacerda,MT,59.29,67.64,8.350000000000001,2024
Ubiratã,PR,80.0,77.6,-2.4000000000000057,2024
Não-Me-Toque,RS,68.38,58.2,-10.179999999999993,2024
Salete,SC,78.29,67.36,-10.930000000000007,2024
São Luís de Montes Belos,GO,68.7,76.27,7.569999999999993,2024
Muzambinho,MG,49.23,75.51,26.28000000000001,2024
São Gonçalo do Sapucaí,MG,76.83,76.3,-0.5300000000000011,2024
Axixá,MA,80.0,71.88,-8.120000000000005,2024
Rosário Oeste,MT,58.02,56.37,-1.6500000000000057,2024
Paracatu,MG,68.02,76.68,8.66000000000001,2024
Frutal,MG,58.24,73.59,15.350000000000001,2024
Capanema,PR,78.69,79.5,0.8100000000000023,2024
Mamborê,PR,80.0,74.68,-5.319999999999993,2024
São Sebastião do Anta,MG,61.81,81.32,19.50999999999999,2024
São João do Pacuí,MG,75.08,86.4,11.320000000000007,2024
Santa Vitória,MG,72.24,62.91,-9.329999999999998,2024
Canguçu,RS,79.74,71.9,-7.839999999999989,2024
Mendonça,SP,71.55,77.56,6.010000000000005,2024
